Row,Labels,sp gen,common name,fam,gen,sp,ColumnID,allgeier_FFG,Valdivia_FFG2,Valdivia_FFG_big Pred Cat,Valdivia_FFG,tp,Valdivia_TP,transient,chondrichthyes,notes,weak tp est.,a.Valdivia,b.Valdivia,a.Allgeier,b.Allgeier,a.final,b.final,Valdivia Value,notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canthigaster,rostrata,Canthigaster rostrata,sharpnose puffer,Tetraodontidae,Canthigaster,rostrata,TetraodontidaeCanthigasterrostrata,omnivore,Small Omnivore,Omnivore,Omnivore,3,2.99,n,n,,,0.0323,2.953,0.0235,3.05,0.0323,2.953,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calamus,penna,Calamus penna,Sheepshead Porgy,Sparidae,Calamus,penna,SparidaeCalamussp,Macroinvertivore,Macroinvertivore,Macroinvertivore,Macroinvertivore,3.44,3.44,n,n,,,NA,NA,0.0457,2.82,0.0457,2.82,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elacatinus,chancei,Elacatinus chancei,Shortstripe goby,Gobiidae,Elacatinus,chancei,NM,#N/A,Microinvertivore,Microinvertivore,Microinvertivore,,3.5,n,n,,,NA,NA,NA,NA,NA,NA,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hypoplectrus,guttavarius,Hypoplectrus guttavarius,shy hamlet,Serranidae,Hypoplectrus,guttavarius,Serranidaespsp,Macroinvertivore,Piscivore Invertivore,pred,Piscivore Invertivore,3.2,3.81,n,n,,,0.0099,3.04,0.00903,3.151666667,0.0099,3.04,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carcharhinus,falsiformis,Carcharhinus falsiformis,silky shark,Carcharhinidae,Carcharhinus,falsiformis,NM,#N/A,Apex predator,pred,Piscivore,#N/A,4.5,y,y,,,0.0101,3.06,NA,NA,0.0101,3.06,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Halichoeres,bivittatus,Halichoeres bivittatus,slippery dick,Labridae,Halichoeres,bivittatus,LabridaeHalichoeresbivittatus,Microinvertivore,Macroinvertivore,Macroinvertivore,Macroinvertivore,3.5,3.34,n,n,,,0.0134,2.9391,0,0,0.0134,2.9391,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhinesomus,triqueter,Rhinesomus triqueter,smooth trunkfish,Ostraciidae,Rhinesomus,triqueter,Ostraciidaespsp,Macroinvertivore,Macroinvertivore,Macroinvertivore,Macroinvertivore,3.2,3.14,n,n,,,0.309,2.23,0.0295,3,0.309,2.23,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sphyraena,picudilla,Sphyraena picudilla,Southern Sennet,Sphyraenidade,Sphyraena,picudilla,SphyraenidaeSphyraenasp,Top Predators,Piscivore Invertivore,pred,Piscivore,4.5,4.5,n,n,,,NA,NA,0.0192,2.8,0.0192,2.8,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dasyatis,americana,Dasyatis americana,southern stingray,Dasyatidae,Dasyatis,americana,NM,#N/A,Piscivore Invertivore,pred,Macroinvertivore,#N/A,3.51,y,y,no model,,0.0739,2.81,NA,NA,0.0739,2.81,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haemulon,macrostomum,Haemulon macrostomum,spanish grunt,Haemulidae,Haemulon,macrostomum,HaemulidaeHaemulonsp,Macroinvertivore,Macroinvertivore,Macroinvertivore,Macroinvertivore,3.5,3.26,n,n,,,0.0176,3.06,0.020616667,3.009333333,0.0176,3.06,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bodianus,rufus,Bodianus rufus,spanish hogfish,Labridae,Bodianus,rufus,Labridaespsp,Macroinvertivore,Macroinvertivore,Macroinvertivore,Macroinvertivore,3.4,3.38,n,n,,,0.0145,3.053,0.0111,3.04,0.0145,3.053,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sparisoma,sp,Sparisoma sp,Sparisoma sp,Scaridae,Sparisoma,sp,ScaridaeSparisomasp,Herbivores,Herbivore,Herbivore,Herbivore,2,2.01,n,n,,,0.0129,3.11,0.017133333,3.043666667,0.0129,3.11,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chaetodon,ocellatus,Chaetodon ocellatus,spotfin butterflyfish,Chaetodontidae,Chaetodon,ocellatus,ChaetodontidaeChaetodonsp,Microinvertivore,Microinvertivore,Microinvertivore,Microinvertivore,3.2,3.16,n,n,,,0.0318,2.984,0.022,3.19,0.0318,2.984,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Equetus,punctatus,Equetus punctatus,spotted drum,Sciaenidae,Equetus,punctatus,Sciaenidaespsp,Microinvertivore,Microinvertivore,Microinvertivore,Microinvertivore,3.2,3.49,n,n,,,0.0153,3.062,0,0,0.0153,3.062,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aetobatus,narinari,Aetobatus narinari,spotted eagle ray,Myliobatidae,Aetobatus,narinari,NM,#N/A,Macroinvertivore,Macroinvertivore,Macroinvertivore,#N/A,3.24,y,y,no model,,0.0059,3.13,NA,NA,0.0059,3.13,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pseudupeneus,maculatus,Pseudupeneus maculatus,spotted goatfish,Mullidae,Pseudupeneus,maculatus,Mullidaespsp,Macroinvertivore,Microinvertivore,Microinvertivore,Microinvertivore,3.5,3.47,n,n,,,0.0208,2.958,0.0136,3.092,0.0208,2.958,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gymnothorax,moringa,Gymnothorax moringa,spotted moray,Muraenidae,Gymnothorax,moringa,MuraenidaeGymnothoraxsp,Top Predators,Piscivore Invertivore,pred,Piscivore,4.5,4.5,n,n,,,0.01,3.1577,0.0003,3.43,0.00527751,2.856,y,used the values for green moray that I got from bonsack directly myself,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gymnothorax,vicinus,Gymnothorax vicinus,spotted moray,Muraenidae,Gymnothorax,vivinus,MuraenidaeGymnothoraxsp,Top Predators,Piscivore Invertivore,pred,Piscivore,4.5,4.5,n,n,,,0.01,3.1577,0.0003,3.43,0.00527751,2.856,y,used the values for green moray that I got from bonsack directly myself,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scorpaena,plumieri,Scorpaena plumieri,spotted scorpionfish,Scorpaenidae,Scorpaena,plumieri,Scorpaenidaespsp,Piscivore Invertivore,Piscivore Invertivore,pred,Piscivore Invertivore,3.55,3.55,n,n,,,0.0243,2.949,0.0077,3.5195,0.0243,2.949,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lactophrys,bicaudalis,Lactophrys bicaudalis,spotted trunkfish,Ostraciidae,Lactophrys,bicaudalis,Ostraciidaespsp,Macroinvertivore,Macroinvertivore,Macroinvertivore,Macroinvertivore,3.2,2.99,n,n,,,0.117,2.63,0.0295,3,0.117,2.63,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Holocentrus,adscensionis,Holocentrus adscensionis,squirrelfish,Holocentridae,Holocentrus,adscensionis,HolocentridaeHolocentrusadscensionis,Macroinvertivore,Macroinvertivore,Macroinvertivore,Macroinvertivore,3.5,3.49,n,n,,,0.0198,3,0,0,0.0198,3,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sparisoma,viride,Sparisoma viride,stoplight parrotfish,Scaridae,Sparisoma,viride,ScaridaeSparisomasp,Herbivores,Herbivore,Herbivore,Herbivore,2,2,n,n,,,0.0297,2.905,0.017133333,3.043666667,0.0297,2.905,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sparisoma,viride (initial phase),Sparisoma viride (initial phase),stoplight parrotfish,Scaridae,Sparisoma,viride,ScaridaeSparisomasp,Herbivores,Herbivore,Herbivore,Herbivore,2,2,n,n,,,0.0297,2.905,0.017133333,3.043666667,0.0297,2.905,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sparisoma,viride (terminal phase),Sparisoma viride (terminal phase),stoplight parrotfish,Scaridae,Sparisoma,viride,ScaridaeSparisomasp,Herbivores,Herbivore,Herbivore,Herbivore,2,2,n,n,,,0.0297,2.905,0.017133333,3.043666667,0.0297,2.905,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haemulon,striatum,Haemulon striatum,striped grunt,Haemulidae,Haemulon,striatum,HaemulidaeHaemulonsp,Planktivores,Macroinvertivore,Macroinvertivore,Macroinvertivore,3.5,3.4,n,n,,,0.0175,3.099,0.020616667,3.009333333,0.0175,3.099,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scarus,iserti,Scarus iserti,striped parrotfish,Scaridae,Scarus,iserti,ScaridaeScarussp,Herbivores,Herbivore,Herbivore,Herbivore,2,2,n,n,,,0.0166,3.02,0.023,2.861,0.0166,3.02,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scarus,iserti (initial phase),Scarus iserti (initial phase),striped parrotfish,Scaridae,Scarus,iserti,ScaridaeScarussp,Herbivores,Herbivore,Herbivore,Herbivore,2,2,n,n,,,0.0166,3.02,0.023,2.861,0.0166,3.02,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scarus,iserti (terminal phase),Scarus iserti (terminal phase),striped parrotfish,Scaridae,Scarus,iserti,ScaridaeScarussp,Herbivores,Herbivore,Herbivore,Herbivore,2,2,n,n,,,0.0166,3.02,0.023,2.861,0.0166,3.02,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chromis,insolata,Chromis insolata,sunshinefish,Pomacentridae,Chromis,insolata,PomacentridaeChromissp,Planktivores,Planktivore,Planktivore,Planktivore,3.1,3.4,n,n,,,0.0188,3,0.02445,3.0095,0.0188,3,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stegastes,planifrons,Stegastes planifrons,threespot damsel,Pomacentridae,Stegastes,planifrons,PomacentridaeStegastessp,Herbivores,Small Omnivore,Omnivore,Omnivore,2.6,2.61,n,n,,,0.0379,2.857,0.0303,2.887,0.0379,2.857,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mycteroperca,tigris,Mycteroperca tigris,tiger grouper,Serranidae,Mycteroperca,tigris,SerranidaeMycteropercasp,Piscivore-Invertivore,Apex predator,pred,Piscivore,4.5,4.5,n,n,,,0.0094,3.12,0.0086,3.133333333,0.0094,3.12,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haemulon,aurolineatum,Haemulon aurolineatum,tomtate,Haemulidae,Haemulon,aurolineatum,HaemulidaeHaemulonsp,Macroinvertivore,Macroinvertivore,Macroinvertivore,Macroinvertivore,3.5,3.17,n,n,,,0.01,3.2077,0.020616667,3.009333333,0.01,3.2077,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Balistes,sp,Balistes sp,trigger,Balistidae,Balistes,sp,BalistidaeBalistessp,Macroinvertivore,Macroinvertivore,Macroinvertivore,Macroinvertivore,3.4,3.4,n,n,,,0.0525,2.783,0.042866667,2.8868,0.0525,2.783,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aulostomus,maculatus,Aulostomus maculatus,trumpetfish,Aulostomidae,Aulostomus,maculatus,Syngnathidaespsp,Piscivore-Invertivore,Piscivore Invertivore,pred,Piscivore Invertivore,4.3,4.26,n,n,,,0.004,2.866,0.0004,3.122,0.004,2.866,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chilomycterus,antillarum,Chilomycterus antillarum,Web Burrfish,Diodontidae,Chilomycterus,antillarum,Tetraodontiformesspsp,Macroinvertivore,Macroinvertivore,Macroinvertivore,Macroinvertivore,3.3,3.37,n,n,,,NA,NA,0,0,0,0,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xanthichthys,ringens,Xanthichthys ringens,western atlantic triggerfish,Balistidae,Xanthichthys,ringens,Balistidaespsp,Macroinvertivore,Macroinvertivore,Macroinvertivore,Macroinvertivore,3.2,3.1,n,n,,,0.0277,2.9321,0.042866667,2.8868,0.0277,2.9321,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haemulon,plumieri,Haemulon plumieri,white grunt,Haemulidae,Haemulon,plumieri,HaemulidaeHaemulonplumieri,Macroinvertivore,Piscivore Invertivore,pred,Macroinvertivore,3.5,3.6,n,n,,,0.0121,3.1612,0.026,3,0.0121,3.1612,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
